非：├─ 车辆轨迹点  carid:12032 | 里程:1122682 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415130615234,30.92347526550293 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+682.5 | 航向角: 173.86281
非：├─ 车辆轨迹点  carid:12027 | 里程:1123018 | 时间：2025-03-21 22:11:40:712 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04608154296875,30.91004180908203 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+18 | 航向角: 174.0511
非：├─ 车辆轨迹点  carid:12028 | 里程:1122405 | 时间：2025-03-21 22:11:40:712 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.04389953613281,30.925947189331055 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+405.5 | 航向角: 358.04645
非：├─ 车辆轨迹点  carid:12029 | 里程:1122247 | 时间：2025-03-21 22:11:40:712 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04386138916016,30.9273738861084 | 速度: 65.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+247.5 | 航向角: 1.562012
非：├─ 车辆轨迹点  carid:12030 | 里程:1123093 | 时间：2025-03-21 22:11:40:712 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.04649353027344,30.903301239013672 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+93 | 航向角: 174.00063


===================next news===================
非：├─ 车辆轨迹点  carid:12032 | 里程:1122810 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04431915283203,30.92231559753418 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+810.5 | 航向角: 173.94055
非：├─ 车辆轨迹点  carid:12033 | 里程:1122894 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AN9766 (颜色:0) | 坐标: 114.04442596435547,30.92156219482422 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+894.5 | 航向角: 173.91618
非：├─ 车辆轨迹点  carid:12034 | 里程:1122471 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BS51N5 (颜色:5) | 坐标: 114.04393768310547,30.925355911254883 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+471.5 | 航向角: 356.759
非：├─ 车辆轨迹点  carid:12035 | 里程:1122314 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EA813K (颜色:0) | 坐标: 114.04386138916016,30.926773071289062 | 速度: 59.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+314.5 | 航向角: 359.96423

非：├─ 车辆轨迹点  carid:12038 | 里程:1122258 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A6662L (颜色:0) | 坐标: 114.04397583007812,30.929384231567383 | 速度: 47.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+258.5 | 航向角: 173.7966
非：├─ 车辆轨迹点  carid:12039 | 里程:1122563 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E8AF67 (颜色:0) | 坐标: 114.04402923583984,30.924530029296875 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+563 | 航向角: 173.82785
非：├─ 车辆轨迹点  carid:12040 | 里程:1122935 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A8YG19 (颜色:5) | 坐标: 114.04447937011719,30.921192169189453 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+935.5 | 航向角: 353.94022
非：├─ 车辆轨迹点  carid:12041 | 里程:1122131 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B74867 (颜色:2) | 坐标: 114.04389190673828,30.928424835205078 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+131 | 航向角: 353.8999
非：├─ 车辆轨迹点  carid:12044 | 里程:1122061 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B2AC11 (颜色:1) | 坐标: 114.04408264160156,30.924116134643555 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+61 | 航向角: 174.10088
非：├─ 车辆轨迹点  carid:12045 | 里程:1122095 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A77445 (颜色:1) | 坐标: 114.04449462890625,30.921070098876953 | 速度: 51.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+95 | 航向角: 173.73372
非：├─ 车辆轨迹点  carid:12046 | 里程:1122199 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E5C1627 (颜色:4) | 坐标: 114.04398345947266,30.929441452026367 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+199 | 航向角: 353.90967
非：├─ 车辆轨迹点  carid:12047 | 里程:1122209 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EE90L0 (颜色:0) | 坐标: 114.04386138916016,30.927724838256836 | 速度: 40.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+209.5 | 航向角: 353.89438
非：├─ 车辆轨迹点  carid:12050 | 里程:1122831 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BSX942 (颜色:0) | 坐标: 114.04434967041016,30.922122955322266 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+831.5 | 航向角: 173.92914
非：├─ 车辆轨迹点  carid:12051 | 里程:1122734 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E2YZ20 (颜色:0) | 坐标: 114.04421997070312,30.922990798950195 | 速度: 47.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+734.5 | 航向角: 173.96962
非：├─ 车辆轨迹点  carid:12052 | 里程:1122464 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B854VC (颜色:5) | 坐标: 114.04393005371094,30.9254150390625 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+464.5 | 航向角: 354.051
非：├─ 车辆轨迹点  carid:12053 | 里程:1122300 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E8NQX6 (颜色:9) | 坐标: 114.04386138916016,30.926895141601562 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+300.5 | 航向角: 353.8655
非：├─ 车辆轨迹点  carid:12056 | 里程:1122469 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A1NHA0 (颜色:0) | 坐标: 114.04393005371094,30.925384521484375 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+469 | 航向角: 176.83131
非：├─ 车辆轨迹点  carid:12057 | 里程:1122579 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E587U0 (颜色:1) | 坐标: 114.0440444946289,30.92439079284668 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+579.5 | 航向角: 175.18944
非：├─ 车辆轨迹点  carid:12058 | 里程:1122657 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂ETXHH2 (颜色:1) | 坐标: 114.04412841796875,30.923681259155273 | 速度: 56.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+657.5 | 航向角: 353.87228
非：├─ 车辆轨迹点  carid:12059 | 里程:1122838 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BRR4T74 (颜色:4) | 坐标: 114.0439224243164,30.92886734008789 | 速度: 42.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+838 | 航向角: 353.80728
非：├─ 车辆轨迹点  carid:12062 | 里程:1122244 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BQ39606 (颜色:4) | 坐标: 114.04386138916016,30.927404403686523 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+244 | 航向角: 181.36482
非：├─ 车辆轨迹点  carid:12063 | 里程:1122185 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BV7480J (颜色:4) | 坐标: 114.04386901855469,30.92793846130371 | 速度: 43.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+185 | 航向角: 182.25146
非：├─ 车辆轨迹点  carid:12064 | 里程:1122986 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BH7T3G (颜色:0) | 坐标: 114.04454803466797,30.920740127563477 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+986 | 航向角: 353.80997
非：├─ 车辆轨迹点  carid:12065 | 里程:1123044 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A0007K (颜色:0) | 坐标: 114.0463638305664,30.907711029052734 | 速度: 46.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+44 | 航向角: 353.9041
非：├─ 车辆轨迹点  carid:12068 | 里程:1121962 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AN336Y (颜色:0) | 坐标: 114.04402923583984,30.929927825927734 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1121+962 | 航向角: 187.24223
非：├─ 车辆轨迹点  carid:12069 | 里程:1121963 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B4V9R6 (颜色:0) | 坐标: 114.04402923583984,30.929914474487305 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+963.5 | 航向角: 187.07288
非：├─ 车辆轨迹点  carid:12070 | 里程:1123308 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BI0J01 (颜色:11) | 坐标: 114.0462417602539,30.908893585205078 | 速度: 41.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1123+308.5 | 航向角: 354.69122
非：├─ 车辆轨迹点  carid:12071 | 里程:1123287 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BF3WJ6 (颜色:0) | 坐标: 114.04621887207031,30.909080505371094 | 速度: 55.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+287.5 | 航向角: 354.46512

非：├─ 车辆轨迹点  carid:11871 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B0JOJ2 (颜色:0) | 坐标: 114.0348,30.85445 | 速度: 55.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 175.52682

非：├─ 车辆轨迹点  carid:11883 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B0826O (颜色:0) | 坐标: 114.03468,30.855675 | 速度: 44.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 177.40208
非：├─ 车辆轨迹点  carid:11888 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂ETGW34 (颜色:0) | 坐标: 114.03581,30.84833 | 速度: 79.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.274
非：├─ 车辆轨迹点  carid:11889 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AKB7A4 (颜色:0) | 坐标: 114.034645,30.856268 | 速度: 42.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.119
非：├─ 车辆轨迹点  carid:11894 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B6N027 (颜色:1) | 坐标: 114.035614,30.849295 | 速度: 59.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.36707
非：├─ 车辆轨迹点  carid:11895 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AKIT4L (颜色:6) | 坐标: 114.034615,30.856842 | 速度: 45.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.7684
非：├─ 车辆轨迹点  carid:11900 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AFI30V (颜色:3) | 坐标: 114.03551,30.849867 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.60724
非：├─ 车辆轨迹点  carid:11901 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BJ1H40 (颜色:0) | 坐标: 114.03459,30.85747 | 速度: 52.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.56023
非：├─ 车辆轨迹点  carid:11906 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B247T06 (颜色:4) | 坐标: 114.034584,30.856583 | 速度: 47.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.43855
非：├─ 车辆轨迹点  carid:11907 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E22AY6 (颜色:2) | 坐标: 114.03479,30.862194 | 速度: 65.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 186.40752
非：├─ 车辆轨迹点  carid:11912 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AB5985 (颜色:0) | 坐标: 114.03456,30.857267 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.70766
非：├─ 车辆轨迹点  carid:11913 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AC3115 (颜色:9) | 坐标: 114.03487,30.862844 | 速度: 49.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 187.27357
非：├─ 车辆轨迹点  carid:11918 | 里程:0 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AIO3F5 (颜色:5) | 坐标: 114.034546,30.85787 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.1577
非：├─ 车辆轨迹点  carid:11919 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E875SF (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 54.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.15271
非：├─ 车辆轨迹点  carid:11924 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E04M44 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 193.71455
非：├─ 车辆轨迹点  carid:11925 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B88G9M (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.3697
非：├─ 车辆轨迹点  carid:11930 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B91727 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 194.6803
非：├─ 车辆轨迹点  carid:11931 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EA8U86 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.50615
非：├─ 车辆轨迹点  carid:11936 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AK9197 (颜色:6) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 196.25873
非：├─ 车辆轨迹点  carid:11937 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E65P05 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.32056
非：├─ 车辆轨迹点  carid:11942 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A8299Y (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.4318
非：├─ 车辆轨迹点  carid:11943 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BP93N5 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 63.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.3026
非：├─ 车辆轨迹点  carid:11948 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B3C588 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.40335
非：├─ 车辆轨迹点  carid:11949 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B16489 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 63.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.33472
非：├─ 车辆轨迹点  carid:11954 | 里程:1126457 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂BLUBUT (颜色:2) | 坐标: 114.0403060913086,30.881216049194336 | 速度: 63.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+457 | 航向角: 197.51082
非：├─ 车辆轨迹点  carid:11955 | 里程:1126524 | 时间：2025-03-21 22:11:40:881 | 车牌: 京E42295C (颜色:4) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.31189
非：├─ 车辆轨迹点  carid:11960 | 里程:1126384 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂ED2L3N (颜色:5) | 坐标: 114.04051971435547,30.881837844848633 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+384 | 航向角: 197.42323
非：├─ 车辆轨迹点  carid:11961 | 里程:1126521 | 时间：2025-03-21 22:11:40:881 | 车牌: 京EL18733 (颜色:4) | 坐标: 114.04150390625,30.884737014770508 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+521 | 航向角: 197.42776
非：├─ 车辆轨迹点  carid:11966 | 里程:1126303 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B4G27K (颜色:0) | 坐标: 114.04075622558594,30.882535934448242 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+303.5 | 航向角: 197.31105
非：├─ 车辆轨迹点  carid:11967 | 里程:1126454 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B4Z535W (颜色:4) | 坐标: 114.0403060913086,30.881227493286133 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+454.5 | 航向角: 197.47588
非：├─ 车辆轨迹点  carid:11972 | 里程:1125801 | 时间：2025-03-21 22:11:40:881 | 车牌: 豫B16VN6L (颜色:4) | 坐标: 114.042236328125,30.886878967285156 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+801.5 | 航向角: 197.27528
非：├─ 车辆轨迹点  carid:11973 | 里程:1126162 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B3X33A (颜色:5) | 坐标: 114.04116821289062,30.883760452270508 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+162 | 航向角: 197.362
非：├─ 车辆轨迹点  carid:11976 | 里程:1125499 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EU695J (颜色:0) | 坐标: 114.04313659667969,30.889509201049805 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+499.5 | 航向角: 197.3933
非：├─ 车辆轨迹点  carid:11978 | 里程:1125370 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A5E9H0 (颜色:0) | 坐标: 114.04351043701172,30.890607833862305 | 速度: 58.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+370.5 | 航向角: 197.39249
非：├─ 车辆轨迹点  carid:11979 | 里程:1125555 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B7619Q (颜色:0) | 坐标: 114.04296112060547,30.88901138305664 | 速度: 62.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+555 | 航向角: 197.32909
非：├─ 车辆轨迹点  carid:11984 | 里程:1125298 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.04373168945312,30.891252517700195 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+298 | 航向角: 197.29637
非：├─ 车辆轨迹点  carid:11985 | 里程:1125484 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.04317474365234,30.889625549316406 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+484 | 航向角: 197.37355
非：├─ 车辆轨迹点  carid:11990 | 里程:1125230 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.0439224243164,30.89181900024414 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+230.5 | 航向角: 197.44014
非：├─ 车辆轨迹点  carid:11991 | 里程:1124166 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.04644775390625,30.902544021606445 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+166 | 航向角: 186.65132
非：├─ 车辆轨迹点  carid:11996 | 里程:1124415 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04598236083984,30.898941040039062 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+415.5 | 航向角: 190.1302
非：├─ 车辆轨迹点  carid:11997 | 里程:1124098 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.04466247558594,30.89399528503418 | 速度: 40.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+98 | 航向角: 185.6206
非：├─ 车辆轨迹点  carid:12002 | 里程:1124320 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04613494873047,30.899791717529297 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+320 | 航向角: 188.71164
非：├─ 车辆轨迹点  carid:12003 | 里程:1124030 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.0461654663086,30.899974822998047 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+30.5 | 航向角: 184.5708
非：├─ 车辆轨迹点  carid:12008 | 里程:1123875 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04650115966797,30.90378761291504 | 速度: 48.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+875 | 航向角: 182.46942
非：├─ 车辆轨迹点  carid:12009 | 里程:1123344 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04627227783203,30.908559799194336 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+344.5 | 航向角: 175.06137
非：├─ 车辆轨迹点  carid:12014 | 里程:1123798 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04652404785156,30.904499053955078 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+798 | 航向角: 181.21815
非：├─ 车辆轨迹点  carid:12015 | 里程:1123280 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.04621124267578,30.909133911132812 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+280.5 | 航向角: 174.42831
非：├─ 车辆轨迹点  carid:12016 | 里程:1122113 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04389953613281,30.928586959838867 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+113 | 航向角: 3.979729
[主路预测]:├─ 车辆轨迹点  carid:12017 | 里程:1121859 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.04415130615234,30.93076515197754 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+872.5 | 航向角: 89.0
非：├─ 车辆轨迹点  carid:12018 | 里程:1123310 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.0462417602539,30.908864974975586 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+310.5 | 航向角: 174.66644
非：├─ 车辆轨迹点  carid:12020 | 里程:1122960 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.04450988769531,30.92096710205078 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+960.5 | 航向角: 173.90263
非：├─ 车辆轨迹点  carid:12021 | 里程:1123115 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.0459976196289,30.91061019897461 | 速度: 76.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+115.5 | 航向角: 173.92032
非：├─ 车辆轨迹点  carid:12022 | 里程:1122307 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04386138916016,30.926830291748047 | 速度: 58.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+307.5 | 航向角: 0.068031
非：├─ 车辆轨迹点  carid:12023 | 里程:1121916 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.04408264160156,30.93033790588379 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+916.5 | 航向角: 8.227119
非：├─ 车辆轨迹点  carid:12026 | 里程:1122887 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.04441833496094,30.921621322631836 | 速度: 67.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+887.5 | 航向角: 173.93843
非：├─ 车辆轨迹点  carid:12027 | 里程:1123019 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04608917236328,30.909948348999023 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+19.5 | 航向角: 174.05455
非：├─ 车辆轨迹点  carid:12028 | 里程:1122404 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.04389953613281,30.925960540771484 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+404 | 航向角: 358.07297
非：├─ 车辆轨迹点  carid:12029 | 里程:1122245 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04386138916016,30.927391052246094 | 速度: 65.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+245.5 | 航向角: 1.585876
非：├─ 车辆轨迹点  carid:12030 | 里程:1123093 | 时间：2025-03-21 22:11:40:881 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.04649353027344,30.903301239013672 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+93 | 航向角: 173.99991


===================next news===================
非：├─ 车辆轨迹点  carid:12032 | 里程:1122812 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04431915283203,30.92230224609375 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+812 | 航向角: 173.93565
非：├─ 车辆轨迹点  carid:12033 | 里程:1122896 | 时间：2025-03-21 22:11:41:52 | 车牌: 鄂AN9766 (颜色:0) | 坐标: 114.04442596435547,30.921545028686523 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+896.5 | 航向角: 173.91223
